State,Date,Exem_total,Rebate_total,Tax_total,GNT_total,Other_Total,Loans_Total
TX,2018-12-01T08:00:00Z,2,3,0,0,1,0
TX,2019-01-01T08:00:00Z,2,3,0,0,1,0
TX,2019-02-01T08:00:00Z,2,3,0,0,1,0
TX,2019-03-01T08:00:00Z,2,3,0,0,1,0
TX,2019-04-01T07:00:00Z,2,3,0,0,1,0
TX,2019-05-01T07:00:00Z,2,3,0,0,1,0
TX,2019-06-01T07:00:00Z,2,3,0,0,1,0
TX,2019-07-01T07:00:00Z,2,3,0,0,1,0
TX,2019-08-01T07:00:00Z,2,2,0,0,0,0
TX,2019-09-01T07:00:00Z,2,2,0,0,0,0
TX,2019-10-01T07:00:00Z,2,2,0,0,0,0
TX,2019-11-01T07:00:00Z,2,2,0,0,0,0
TX,2019-12-01T08:00:00Z,2,2,0,0,0,0
TX,2020-01-01T08:00:00Z,2,2,0,0,0,0
US,2018-01-01T08:00:00Z,1,0,3,0,0,0
US,2018-02-01T08:00:00Z,1,0,3,0,0,0
US,2018-03-01T08:00:00Z,1,0,3,0,0,0
US,2018-04-01T07:00:00Z,1,0,3,0,0,0
US,2018-05-01T07:00:00Z,1,0,3,0,0,0
US,2018-06-01T07:00:00Z,1,0,3,0,0,0
US,2018-07-01T07:00:00Z,1,0,3,0,0,0
US,2018-08-01T07:00:00Z,1,0,3,0,0,0
US,2018-09-01T07:00:00Z,1,0,3,0,0,0
US,2018-10-01T07:00:00Z,1,0,3,0,0,0
US,2018-11-01T07:00:00Z,1,0,3,0,0,0
US,2018-12-01T08:00:00Z,1,0,3,0,0,0
US,2019-01-01T08:00:00Z,1,0,3,0,0,0
US,2019-02-01T08:00:00Z,1,0,3,0,0,0
US,2019-03-01T08:00:00Z,1,0,3,0,0,0
US,2019-04-01T07:00:00Z,1,0,3,0,0,0
US,2019-05-01T07:00:00Z,1,0,3,0,0,0
US,2019-06-01T07:00:00Z,1,0,3,0,0,0
US,2019-07-01T07:00:00Z,1,0,3,0,0,0
US,2019-08-01T07:00:00Z,1,0,3,0,0,0
US,2019-09-01T07:00:00Z,1,0,3,0,0,0
US,2019-10-01T07:00:00Z,1,0,3,0,0,0
US,2019-11-01T07:00:00Z,1,0,3,0,0,0
US,2019-12-01T08:00:00Z,1,0,3,0,0,0
US,2020-01-01T08:00:00Z,1,0,3,0,0,0
UT,2018-01-01T08:00:00Z,1,0,1,0,0,0
UT,2018-02-01T08:00:00Z,1,0,1,0,0,0
UT,2018-03-01T08:00:00Z,1,0,1,0,0,0
UT,2018-04-01T07:00:00Z,1,0,1,0,0,0
UT,2018-05-01T07:00:00Z,1,0,1,0,0,0
UT,2018-06-01T07:00:00Z,1,0,1,0,0,0
UT,2018-07-01T07:00:00Z,1,0,1,0,0,0
UT,2018-08-01T07:00:00Z,1,0,1,0,0,0
UT,2018-09-01T07:00:00Z,1,0,1,0,0,0
UT,2018-10-01T07:00:00Z,1,0,1,0,0,0
UT,2018-11-01T07:00:00Z,1,0,1,0,0,0
UT,2018-12-01T08:00:00Z,1,0,1,0,0,0
UT,2019-01-01T08:00:00Z,1,0,1,0,0,0
UT,2019-02-01T08:00:00Z,1,0,1,0,0,0
UT,2019-03-01T08:00:00Z,1,0,1,0,0,0
UT,2019-04-01T07:00:00Z,1,0,1,0,0,0
UT,2019-05-01T07:00:00Z,1,0,1,0,0,0
UT,2019-06-01T07:00:00Z,1,0,1,0,0,0
UT,2019-07-01T07:00:00Z,1,0,1,0,0,0
UT,2019-08-01T07:00:00Z,1,0,1,0,0,0
UT,2019-09-01T07:00:00Z,1,0,1,0,0,0
UT,2019-10-01T07:00:00Z,1,0,1,0,0,0
UT,2019-11-01T07:00:00Z,1,0,1,0,0,0
UT,2019-12-01T08:00:00Z,1,0,1,0,0,0
UT,2020-01-01T08:00:00Z,1,0,1,0,0,0
VA,2018-01-01T08:00:00Z,2,0,0,0,0,0
VA,2018-02-01T08:00:00Z,2,0,0,0,0,0
VA,2018-03-01T08:00:00Z,2,0,0,0,0,0
VA,2018-04-01T07:00:00Z,2,0,0,0,0,0
VA,2018-05-01T07:00:00Z,2,0,0,0,0,0
VA,2018-06-01T07:00:00Z,2,0,0,0,0,0
VA,2018-07-01T07:00:00Z,2,0,0,0,0,0
VA,2018-08-01T07:00:00Z,2,0,0,0,0,0
VA,2018-09-01T07:00:00Z,2,0,0,0,0,0
VA,2018-10-01T07:00:00Z,2,0,0,0,0,0
VA,2018-11-01T07:00:00Z,2,0,0,0,0,0
VA,2018-12-01T08:00:00Z,2,0,0,0,0,0
VA,2019-01-01T08:00:00Z,2,0,0,0,0,0
VA,2019-02-01T08:00:00Z,2,0,0,0,0,0
VA,2019-03-01T08:00:00Z,2,0,0,0,0,0
VA,2019-04-01T07:00:00Z,2,0,0,0,0,0
VA,2019-05-01T07:00:00Z,2,0,0,0,0,0
VA,2019-06-01T07:00:00Z,2,0,0,0,0,0
VA,2019-07-01T07:00:00Z,2,0,0,0,0,0
VA,2019-08-01T07:00:00Z,2,0,0,0,0,0
VA,2019-09-01T07:00:00Z,2,0,0,0,0,0
VA,2019-10-01T07:00:00Z,2,0,0,0,0,0
VA,2019-11-01T07:00:00Z,2,0,0,0,0,0
VA,2019-12-01T08:00:00Z,2,0,0,0,0,0
VA,2020-01-01T08:00:00Z,2,0,0,0,0,0
VT,2018-01-01T08:00:00Z,0,1,0,1,0,0
VT,2018-02-01T08:00:00Z,0,1,0,1,0,0
VT,2018-03-01T08:00:00Z,0,1,0,1,0,0
VT,2018-04-01T07:00:00Z,0,1,0,1,0,0
VT,2018-05-01T07:00:00Z,0,1,0,1,0,0
VT,2018-06-01T07:00:00Z,0,1,0,1,0,0
VT,2018-07-01T07:00:00Z,0,1,0,1,0,0
VT,2018-08-01T07:00:00Z,0,1,0,1,0,0
VT,2018-09-01T07:00:00Z,0,1,0,1,0,0
VT,2018-10-01T07:00:00Z,0,1,0,1,0,0
VT,2018-11-01T07:00:00Z,0,1,0,1,0,0
VT,2018-12-01T08:00:00Z,0,1,0,1,0,0
VT,2019-01-01T08:00:00Z,0,1,0,1,0,0
VT,2019-02-01T08:00:00Z,0,1,0,1,0,0
VT,2019-03-01T08:00:00Z,0,1,0,1,0,0
VT,2019-04-01T07:00:00Z,0,1,0,1,0,0
VT,2019-05-01T07:00:00Z,0,1,0,1,0,0
VT,2019-06-01T07:00:00Z,0,1,0,1,0,0
VT,2019-07-01T07:00:00Z,0,1,0,2,0,0
VT,2019-08-01T07:00:00Z,0,1,0,2,0,0
VT,2019-09-01T07:00:00Z,0,1,0,2,0,0
VT,2019-10-01T07:00:00Z,0,1,0,2,0,0
VT,2019-11-01T07:00:00Z,0,1,0,2,0,0
VT,2019-12-01T08:00:00Z,0,1,0,2,0,0
VT,2020-01-01T08:00:00Z,0,0,0,2,0,0
WA,2018-01-01T08:00:00Z,3,0,2,0,0,0
WA,2018-02-01T08:00:00Z,3,0,2,0,0,0
WA,2018-03-01T08:00:00Z,3,0,2,0,0,0
WA,2018-04-01T07:00:00Z,3,0,2,0,0,0
WA,2018-05-01T07:00:00Z,3,0,2,0,0,0
WA,2018-06-01T07:00:00Z,3,0,2,0,0,0
WA,2018-07-01T07:00:00Z,2,0,1,0,0,0
WA,2018-08-01T07:00:00Z,2,0,1,0,0,0
WA,2018-09-01T07:00:00Z,2,0,1,0,0,0
WA,2018-10-01T07:00:00Z,2,0,1,0,0,0
WA,2018-11-01T07:00:00Z,2,0,1,0,0,0
WA,2018-12-01T08:00:00Z,2,0,1,0,0,0
WA,2019-01-01T08:00:00Z,2,0,1,0,0,0
WA,2019-02-01T08:00:00Z,2,0,1,0,0,0
WA,2019-03-01T08:00:00Z,2,0,1,0,0,0
WA,2019-04-01T07:00:00Z,2,0,1,0,0,0
WA,2019-05-01T07:00:00Z,2,0,1,0,0,0
WA,2019-06-01T07:00:00Z,3,0,1,0,0,0
WA,2019-07-01T07:00:00Z,3,0,1,0,0,0
WA,2019-08-01T07:00:00Z,3,0,1,0,0,0
WA,2019-09-01T07:00:00Z,3,0,1,0,0,0
WA,2019-10-01T07:00:00Z,3,0,1,0,0,0
WA,2019-11-01T07:00:00Z,3,0,1,0,0,0
WA,2019-12-01T08:00:00Z,3,0,1,0,0,0
WA,2020-01-01T08:00:00Z,3,0,1,0,0,0
WI,2018-01-01T08:00:00Z,1,1,1,0,0,0
WI,2018-02-01T08:00:00Z,1,1,1,0,0,0
WI,2018-03-01T08:00:00Z,1,1,1,0,0,0
WI,2018-04-01T07:00:00Z,1,1,1,0,0,0
WI,2018-05-01T07:00:00Z,1,1,1,0,0,0
WI,2018-06-01T07:00:00Z,1,1,1,0,0,0
WI,2018-07-01T07:00:00Z,1,1,1,0,0,0
WI,2018-08-01T07:00:00Z,1,1,1,0,0,0
WI,2018-09-01T07:00:00Z,1,1,1,0,0,0
WI,2018-10-01T07:00:00Z,1,1,1,0,0,0
WI,2018-11-01T07:00:00Z,1,1,1,0,0,0
WI,2018-12-01T08:00:00Z,1,1,1,0,0,0
WI,2019-01-01T08:00:00Z,1,1,1,0,0,0
WI,2019-02-01T08:00:00Z,1,1,1,0,0,0
WI,2019-03-01T08:00:00Z,1,1,1,0,0,0
WI,2019-04-01T07:00:00Z,1,1,1,0,0,0
WI,2019-05-01T07:00:00Z,1,1,1,0,0,0
WI,2019-06-01T07:00:00Z,1,1,1,0,0,0
WI,2019-07-01T07:00:00Z,1,1,1,0,0,0
WI,2019-08-01T07:00:00Z,1,1,1,0,0,0
WI,2019-09-01T07:00:00Z,1,1,1,0,0,0
WI,2019-10-01T07:00:00Z,1,1,1,0,0,0
WI,2019-11-01T07:00:00Z,1,1,1,0,0,0
WI,2019-12-01T08:00:00Z,1,1,1,0,0,0
WI,2020-01-01T08:00:00Z,1,1,1,0,0,0
WV,2018-01-01T08:00:00Z,1,0,0,0,0,0
WV,2018-02-01T08:00:00Z,1,0,0,0,0,0
WV,2018-03-01T08:00:00Z,1,0,0,0,0,0
WV,2018-04-01T07:00:00Z,1,0,0,0,0,0
WV,2018-05-01T07:00:00Z,1,0,0,0,0,0
WV,2018-06-01T07:00:00Z,1,0,0,0,0,0
WV,2018-07-01T07:00:00Z,1,0,0,0,0,0
WV,2018-08-01T07:00:00Z,1,0,0,0,0,0
WV,2018-09-01T07:00:00Z,1,0,0,0,0,0
WV,2018-10-01T07:00:00Z,1,0,0,0,0,0
WV,2018-11-01T07:00:00Z,1,0,0,0,0,0
WV,2018-12-01T08:00:00Z,1,0,0,0,0,0
WV,2019-01-01T08:00:00Z,1,0,0,0,0,0
WV,2019-02-01T08:00:00Z,1,0,0,0,0,0
WV,2019-03-01T08:00:00Z,1,0,0,0,0,0
WV,2019-04-01T07:00:00Z,1,0,0,0,0,0
WV,2019-05-01T07:00:00Z,1,0,0,0,0,0
WV,2019-06-01T07:00:00Z,1,0,0,0,0,0
WV,2019-07-01T07:00:00Z,1,0,0,0,0,0
WV,2019-08-01T07:00:00Z,1,0,0,0,0,0
WV,2019-09-01T07:00:00Z,1,0,0,0,0,0
WV,2019-10-01T07:00:00Z,1,0,0,0,0,0
WV,2019-11-01T07:00:00Z,1,0,0,0,0,0
WV,2019-12-01T08:00:00Z,1,0,0,0,0,0
WV,2020-01-01T08:00:00Z,1,0,0,0,0,0
