state,state_full,year,month,timestamp,alternative,total,average_price,relative,temp
WV,West Virginia,2018,6,6/1/18,96,7598,2.868,0.012634904,70
WV,West Virginia,2018,7,7/1/18,70,7152,2.819,0.009787472,72.5
WV,West Virginia,2018,8,8/1/18,80,7758,2.826,0.010311936,72.4
WV,West Virginia,2018,9,9/1/18,79,7109,2.85,0.011112674,70.4
WV,West Virginia,2018,10,10/1/18,55,6652,2.844,0.00826819,55.3
WV,West Virginia,2018,11,11/1/18,66,6309,2.579,0.010461246,40
WV,West Virginia,2018,12,12/1/18,66,7522,2.228,0.008774262,36.7
WY,Wyoming,2018,1,1/1/18,19,1674,2.566,0.01135006,25.1
WY,Wyoming,2018,2,2/1/18,16,1733,2.572,0.009232545,19.3
WY,Wyoming,2018,3,3/1/18,20,2441,2.537,0.008193363,32.3
WY,Wyoming,2018,4,4/1/18,19,1999,2.68,0.009504752,39.7
WY,Wyoming,2018,5,5/1/18,15,2324,2.82,0.006454389,52.9
WY,Wyoming,2018,6,6/1/18,28,2357,2.82,0.011879508,60.4
WY,Wyoming,2018,7,7/1/18,20,2115,2.839,0.009456265,67.3
WY,Wyoming,2018,8,8/1/18,19,2460,2.833,0.007723577,63.6
WY,Wyoming,2018,9,9/1/18,14,2140,2.844,0.006542056,57.2
WY,Wyoming,2018,10,10/1/18,10,2253,2.879,0.004438526,41
WY,Wyoming,2018,11,11/1/18,13,2034,2.679,0.006391347,28.6
WY,Wyoming,2018,12,12/1/18,16,2242,2.414,0.007136485,21.5
